code,name
24.42,Производство алюминия
24.42.0,Производство алюминия
24.43,"Производство свинца, цинка и олова"
24.43.0,"Производство свинца, цинка и олова"
24.44,Производство меди
24.44.0,Производство меди
24.45,Производство прочих цветных металлов
24.45.1,Производство никеля и кобальта
24.45.2,"Производство титана, порошка из титана, магния, вольфрама и молибдена"
24.45.3,Производство сурьмы и ртути
24.45.4,Обработка цветных металлов и сплавов
24.45.5,"Производство редких, редкоземельных металлов и полупроводниковых материалов"
24.46,Переработка ядерного топлива
24.46.0,Переработка ядерного топлива
24.51,Литье чугуна
24.51.1,"Литье чугуна, кроме производства труб"
24.51.2,Производство труб из чугуна
24.52,Литье стали
24.52.0,Литье стали
24.53,Литье легких металлов
24.53.0,Литье легких металлов
24.54,Литье прочих цветных металлов
24.54.0,Литье прочих цветных металлов
25,"Производство готовых металлических изделий, кроме машин и оборудования"
25.1,Производство строительных металлических конструкций и изделий
25.2,"Производство металлических цистерн, резервуаров и контейнеров"
25.3,"Производство паровых котлов, кроме котлов центрального отопления"
25.4,Производство оружия и боеприпасов
25.5,"Ковка, прессование, штамповка, профилирование металла; порошковая металлургия"
25.6,Обработка металлов и нанесение покрытий на металлы; основные технологические процессы машиностроения
25.7,"Производство ножевых изделий, инструментов и скобяных изделий"
25.9,Производство прочих готовых металлических изделий
25.11,Производство строительных металлических конструкций и их частей
25.11.1,Производство строительных стальных конструкций
25.11.2,Производство легких металлических конструкций
25.11.3,Производство строительных конструкций и изделий из алюминия и алюминиевых сплавов
25.11.4,Производство контейнерных и сборно-разборных зданий и помещений
25.12,Производство металлических дверей и окон
25.12.0,Производство металлических дверей и окон
25.21,Производство радиаторов и котлов центрального отопления
25.21.0,Производство радиаторов и котлов центрального отопления
25.29,"Производство прочих металлических цистерн, резервуаров и контейнеров"
25.29.0,"Производство прочих металлических цистерн, резервуаров и контейнеров"
25.30,"Производство паровых котлов, кроме котлов центрального отопления"
25.30.0,"Производство паровых котлов, кроме котлов центрального отопления"
25.40,Производство оружия и боеприпасов
25.40.0,Производство оружия и боеприпасов
25.50,"Ковка, прессование, штамповка, профилирование металла; порошковая металлургия"
25.50.1,"Производство готовых металлических изделий или полуфабрикатов путем ковки, прессования, штамповки и профилирования"
25.50.2,Производство металлических изделий методом порошковой металлургии
25.61,Обработка металлов и нанесение покрытий на металлы
25.61.0,Обработка металлов и нанесение покрытий на металлы
25.62,Основные технологические процессы машиностроения
25.62.0,Основные технологические процессы машиностроения
25.71,Производство ножевых изделий
25.71.0,Производство ножевых изделий
25.72,"Производство замков, петель и шарниров"
25.72.0,"Производство замков, петель и шарниров"
25.73,Производство инструментов
25.73.1,Производство металло- и деревообрабатывающего инструмента
25.73.2,Производство сельскохозяйственного и садово-огородного инвентаря
25.73.9,"Производство инструментов, не включенных в другие группировки"
25.91,Производство металлических бочек и аналогичных емкостей
25.91.0,Производство металлических бочек и аналогичных емкостей
25.92,Производство упаковки из легких металлов
25.92.0,Производство упаковки из легких металлов
25.93,"Производство изделий из проволоки, цепей и пружин"
25.93.1,Производство изделий из проволоки
25.93.2,Производство цепей и пружин
25.94,Производство крепежных и резьбовых изделий
25.94.0,Производство крепежных и резьбовых изделий
25.99,"Производство прочих готовых металлических изделий, не включенных в другие группировки"
25.99.1,Производство металлического санитарно-технического оборудования
25.99.2,Производство хозяйственной посуды и кухонного инвентаря из металла
25.99.9,Производство прочих готовых металлических изделий
26,"Производство компьютеров, электронного и оптического оборудования"
26.1,Производство электронных элементов и плат
26.2,Производство компьютеров и периферийного оборудования
26.3,Производство коммуникационного оборудования
26.4,Производство электронной бытовой техники
26.5,"Производство инструментов и приборов для измерения, тестирования и навигации; производство часов"
26.6,"Производство облучающего, электромедицинского и электротерапевтического оборудования"
26.7,"Производство оптических приборов, фото- и кинооборудования"
26.8,Производство магнитных и оптических носителей информации
26.11,Производство электронных элементов
26.11.0,Производство электронных элементов
26.12,Производство электронных плат
26.12.0,Производство электронных плат
26.20,Производство компьютеров и периферийного оборудования
26.20.0,Производство компьютеров и периферийного оборудования
26.30,Производство коммуникационного оборудования
26.30.1,Производство теле- и радиоаппаратуры производственного назначения
26.30.2,Производство аппаратуры для кабельной телефонной и телеграфной связи
26.40,Производство электронной бытовой техники
26.40.0,Производство электронной бытовой техники
26.51,"Производство инструментов и приборов для измерения, тестирования и навигации"
26.51.1,Производство приборов для измерения механических величин
26.51.2,Производство электроизмерительных приборов
26.51.3,Производство радиоизмерительных приборов
26.51.4,Производство оптических и оптико-механических приборов и оборудования
26.51.5,Производство приборов для физических исследований
26.51.6,Производство медико-хирургических инструментов
26.51.7,Производство оборудования для систем позиционирования и мониторинга ответственных сооружений
26.52,Производство часов
26.52.1,Производство часов всех видов
26.52.2,Производство приборов для регистрации времени
26.52.3,Производство деталей и принадлежностей для часов
26.60,"Производство облучающего, электромедицинского и электротерапевтического оборудования"
26.60.0,"Производство облучающего, электромедицинского и электротерапевтического оборудования"
26.70,"Производство оптических приборов, фото- и кинооборудования"
26.70.1,Производство оптических приборов
26.70.2,Производство фото- и кинооборудования
26.80,Производство магнитных и оптических носителей информации
26.80.0,Производство магнитных и оптических носителей информации
27,Производство электрического оборудования
27.1,"Производство электродвигателей, генераторов, трансформаторов и электрораспределительной и регулирующей аппаратуры"
27.2,Производство батарей и аккумуляторов
27.3,Производство электропроводки и электромонтажных устройств
27.4,Производство электроосветительного оборудования
27.5,Производство бытовых приборов
27.9,Производство прочего электрического оборудования
27.11,"Производство электродвигателей, генераторов и трансформаторов"
27.11.0,"Производство электродвигателей, генераторов и трансформаторов"
27.12,Производство электрораспределительной и регулирующей аппаратуры
27.12.0,Производство электрораспределительной и регулирующей аппаратуры
27.20,Производство батарей и аккумуляторов
27.20.0,Производство батарей и аккумуляторов
27.31,Производство волоконно-оптических кабелей
27.31.0,Производство волоконно-оптических кабелей
27.32,Производство прочих электрических проводов и кабелей
27.32.0,Производство прочих электрических проводов и кабелей
27.33,Производство электромонтажных устройств
27.33.0,Производство электромонтажных устройств
27.40,Производство электроосветительного оборудования
27.40.1,Производство электроламп
27.40.2,Производство осветительных приборов
27.51,Производство электрических бытовых приборов
27.51.1,"Производство электрических бытовых приборов, кроме холодильников и морозильников"
27.51.2,Производство бытовых холодильников и морозильников
27.52,Производство неэлектрических бытовых приборов
27.52.0,Производство неэлектрических бытовых приборов
27.90,Производство прочего электрического оборудования
27.90.1,Производство электродной продукции
27.90.2,Производство электроизоляционных изделий
27.90.3,Производство электрического сигнального оборудования
27.90.9,"Производство прочего электрического оборудования, не включенного в другие группировки"
28,"Производство машин и оборудования, не включенных в другие группировки"
28.1,Производство оборудования общего назначения
28.2,Производство прочих машин и оборудования общего назначения
28.3,Производство сельскохозяйственной и лесохозяйственной техники
28.4,Производство станков для обработки металлов и прочих станков
28.9,Производство прочих машин и оборудования специального назначения
28.11,"Производство двигателей и турбин, кроме авиационных, автомобильных и мотоциклетных двигателей"
28.11.1,Производство двигателей
28.11.2,Производство турбин
28.12,Производство гидравлического и пневматического оборудования
28.12.0,Производство гидравлического и пневматического оборудования
28.13,Производство прочих насосов и компрессоров
28.13.1,Производство вакуумных и воздушных насосов
28.13.2,Производство компрессоров
28.13.9,"Производство прочих насосов, не включенных в другие группировки"
28.14,"Производство прочих кранов, клапанов и вентилей"
28.14.0,"Производство прочих кранов, клапанов и вентилей"
28.15,"Производство подшипников, зубчатых передач, элементов зубчатых передач и приводов"
28.15.1,Производство подшипников
28.15.2,"Производство зубчатых передач, элементов зубчатых передач и приводов"
28.21,"Производство плит, печей и печных горелок"
28.21.1,"Производство неэлектрических печей, горелок и устройств для печей"
28.21.2,Производство электрических печей
28.22,Производство подъемно-транспортного оборудования
28.22.1,Производство кранов (без строительных)
28.22.2,Производство кранов для строительства
28.22.3,Производство оборудования непрерывного транспорта
28.22.4,Производство лифтов
28.22.5,Производство авто- и электропогрузчиков
28.22.9,Производство прочего подъемно-транспортного оборудования
28.23,Производство офисной техники и оборудования (за исключением компьютеров и периферийного оборудования)
28.23.0,Производство офисной техники и оборудования (за исключением компьютеров и периферийного оборудования)
28.24,Производство ручных механизированных инструментов
28.24.0,Производство ручных механизированных инструментов
28.25,Производство промышленного холодильного и вентиляционного оборудования
28.25.1,Производство холодильного или морозильного оборудования
28.25.2,"Производство кондиционеров воздуха, вентиляторов"
28.29,"Производство прочих машин и оборудования общего назначения, не включенных в другие группировки"
28.29.1,Производство весоизмерительного оборудования (кроме высокоточного лабораторного оборудования)
28.29.2,Производство оборудования для фильтрования и очистки
28.29.3,Производство оборудования для распыления и разбрызгивания жидкостей или порошков
28.29.4,Производство упаковочных и оберточных машин
28.29.5,Производство оборудования и аппаратуры для химических процессов
28.29.6,"Производство чертежных, разметочных и измерительных инструментов"
28.29.9,"Производство прочих машин и оборудования, деталей и узлов"
28.30,Производство сельскохозяйственной и лесохозяйственной техники
28.30.1,Производство сельскохозяйственных и лесохозяйственных тракторов
28.30.2,Производство сельскохозяйственных машин
28.30.3,Производство оборудования для животноводства и кормопроизводства
28.30.4,Производство лесозаготовительного и мелиоративного оборудования
28.41,Производство станков для обработки металлов
28.41.1,Производство станков для обработки металлов лазером и станков аналогичных
28.41.2,"Производство токарных, расточных, сверлильных и фрезерных станков"
28.41.3,Производство прочих металлорежущих станков
28.41.4,Производство частей и приспособлений к металлообрабатывающим станкам
28.49,Производство прочих станков
28.49.1,"Производство станков для обработки камня, дерева и материалов твердых аналогичных"
28.49.8,Производство частей и приспособлений прочих станков
28.49.9,"Производство прочих станков, не включенных в другие группировки"
28.91,Производство машин и оборудования для металлургии
28.91.0,Производство машин и оборудования для металлургии
28.92,"Производство машин и оборудования для горнодобывающей промышленности, подземной разработки и строительства"
28.92.1,Производство горношахтного и горнорудного оборудования
28.92.2,Производство дорожных и землеройных машин
28.92.3,Производство строительных машин
28.92.4,Производство оборудования для обработки строительных материалов
28.92.5,Производство оборудования для торфяной промышленности
28.93,"Производство машин и оборудования для производства и переработки продуктов питания, напитков и табачных изделий"
28.93.0,"Производство машин и оборудования для производства и переработки продуктов питания, напитков и табачных изделий"
28.94,"Производство машин и оборудования для изготовления текстильных, швейных, меховых и кожаных изделий"
28.94.1,Производство машин и оборудования для текстильной промышленности
28.94.2,Производство машин и оборудования для швейной и трикотажной промышленности
28.94.3,Производство швейных машин
28.94.4,"Производство машин и оборудования для обувной, меховой, кожевенной и кожгалантерейной промышленности"
28.94.5,Производство специального оборудования для предприятий бытового обслуживания
28.94.6,Производство оборудования для получения химического волокна
28.95,Производство машин и оборудования для изготовления бумаги и картона
28.95.0,Производство машин и оборудования для изготовления бумаги и картона
28.96,Производство машин и оборудования для обработки пластмасс и резины
28.96.0,Производство машин и оборудования для обработки пластмасс и резины
28.99,"Производство прочих машин и оборудования специального назначения, не включенных в другие группировки"
28.99.1,Производство нефтепромыслового и бурового геологоразведочного оборудования
28.99.2,Производство нефтегазоперерабатывающего оборудования
28.99.3,Производство специального технологического оборудования для электронной промышленности
28.99.4,Производство технологического оборудования для стекольной промышленности
28.99.5,Производство технологического оборудования для полиграфической промышленности
28.99.6,"Производство каруселей, качелей, тиров и других аттракционов"
28.99.9,Производство других машин специального назначения
29,"Производство автомобилей, прицепов и полуприцепов"
29.1,Производство автомобилей
29.2,Производство кузовов для автомобилей; производство прицепов и полуприцепов
29.3,Производство частей и принадлежностей автомобилей
29.10,Производство автомобилей
29.10.1,"Производство автомобилей, кроме двигателей для автомобилей"
29.10.2,Производство двигателей
29.20,Производство кузовов для автомобилей; производство прицепов и полуприцепов
29.20.1,Производство кузовов для автомобилей
29.20.2,Производство прицепов и полуприцепов
29.31,Производство электрического и электронного оборудования для автомобилей
29.31.0,Производство электрического и электронного оборудования для автомобилей
29.32,Производство прочих частей и принадлежностей автомобилей
29.32.0,Производство прочих частей и принадлежностей автомобилей
30,Производство прочих транспортных средств
30.1,Строительство судов и лодок
30.2,Производство железнодорожных локомотивов и подвижного состава
30.3,Производство воздушных и космических летательных аппаратов и связанного с ними оборудования
30.4,Производство военных боевых транспортных средств
30.9,"Производство транспортных средств, не включенных в другие группировки"
30.11,Строительство судов и плавучих средств
30.11.0,Строительство судов и плавучих средств
30.12,Строительство прогулочных и спортивных лодок
30.12.0,Строительство прогулочных и спортивных лодок
30.20,Производство железнодорожных локомотивов и подвижного состава
30.20.0,Производство железнодорожных локомотивов и подвижного состава
30.30,Производство воздушных и космических летательных аппаратов и связанного с ними оборудования
30.30.1,Производство воздушных летательных аппаратов
30.30.2,Производство космических летательных аппаратов
30.40,Производство военных боевых транспортных средств
30.40.0,Производство военных боевых транспортных средств
30.91,Производство мотоциклов
30.91.0,Производство мотоциклов
30.92,"Производство велосипедов, детских колясок и кресло-колясок для лиц с инвалидностью"
30.92.1,Производство велосипедов
30.92.2,Производство кресло-колясок для лиц с инвалидностью
30.92.3,Производство детских колясок
30.99,"Производство прочих транспортных средств и оборудования, не включенных в другие группировки"
30.99.0,"Производство прочих транспортных средств и оборудования, не включенных в другие группировки"
31,Производство мебели
31.0,Производство мебели
31.01,Производство мебели для офисов и предприятий торговли
31.01.1,Производство стульев и другой мебели для сидения
31.01.2,"Производство мебели для офисов и предприятий торговли, кроме стульев и другой мебели для сидения"
31.02,Производство кухонной мебели
31.02.0,Производство кухонной мебели
31.03,Производство матрасов
31.03.0,Производство матрасов
31.09,Производство прочей мебели
31.09.0,Производство прочей мебели
32,Производство прочих готовых изделий
32.1,"Производство ювелирных изделий, бижутерии и аналогичных изделий"
32.2,Производство музыкальных инструментов
32.3,Производство спортивных товаров
32.4,Производство игр и игрушек
32.5,Производство медицинских и стоматологических инструментов и принадлежностей
32.9,"Производство прочих готовых изделий, не включенных в другие группировки"
32.11,Чеканка/выпуск монет и медалей
32.11.0,Чеканка/выпуск монет и медалей
32.12,Производство ювелирных и аналогичных изделий
32.12.0,Производство ювелирных и аналогичных изделий
32.13,Производство бижутерии и аналогичных изделий
32.13.0,Производство бижутерии и аналогичных изделий
32.20,Производство музыкальных инструментов
32.20.0,Производство музыкальных инструментов
32.30,Производство спортивных товаров
32.30.0,Производство спортивных товаров
32.40,Производство игр и игрушек
32.40.0,Производство игр и игрушек
32.50,Производство медицинских и стоматологических инструментов и принадлежностей
32.50.1,"Производство цементов, используемых в медицине"
32.50.2,"Производство медицинских и ветеринарных инструментов, аппаратов и оборудования"
32.50.3,Производство хирургических и ортопедических приспособлений
32.50.4,"Производство медицинской, хирургической, стоматологической и ветеринарной мебели"
32.91,Производство метел и щеток
32.91.0,Производство метел и щеток
32.99,"Производство прочей продукции, не включенной в другие группировки"
32.99.1,Производство канцелярских изделий
32.99.2,Производство изделий металлической галантереи
32.99.3,Производство сувенирных изделий
32.99.9,Производство прочих изделий
33,Ремонт и установка машин и оборудования
33.1,"Ремонт готовых металлических изделий, машин и оборудования"
33.2,"Монтаж, установка промышленных машин и оборудования"
33.11,Ремонт готовых металлических изделий
33.11.1,"Ремонт металлических цистерн, резервуаров и контейнеров"
33.11.2,Ремонт радиаторов и котлов центрального отопления
33.11.3,"Ремонт паровых котлов, кроме котлов центрального отопления"
33.11.4,Ремонт огнестрельного оружия и артиллерийских орудий
33.11.9,Ремонт прочих металлических изделий
33.12,Ремонт машин и оборудования
33.12.1,Ремонт и техническое обслуживание механического оборудования
33.12.2,Ремонт и техническое обслуживание прочего оборудования общего назначения
33.12.3,Ремонт и техническое обслуживание машин и оборудования для сельского и лесного хозяйства
33.12.4,Ремонт и техническое обслуживание станков
33.12.5,Ремонт и техническое обслуживание прочих машин и оборудования специального назначения
33.12.6,Ремонт и техническое обслуживание офисных машин и вычислительной техники
33.13,Ремонт электронного и оптического оборудования
33.13.1,"Ремонт и техническое обслуживание инструментов и приборов для измерения, тестирования и навигации"
33.13.2,Ремонт контрольного оборудования
33.13.3,"Ремонт и техническое обслуживание облучающего, электромедицинского и электротерапевтического оборудования"
33.13.4,Ремонт и техническое обслуживание оптических приборов и фотографического оборудования
33.14,Ремонт электрического оборудования
33.14.1,"Ремонт и техническое обслуживание электродвигателей, генераторов и трансформаторов"
33.14.2,Ремонт и техническое обслуживание электрораспределительной и регулирующей аппаратуры
33.14.3,Ремонт и техническое обслуживание электроосветительного оборудования
33.14.9,"Ремонт и техническое обслуживание прочего электрооборудования, не включенного в другие группировки"
33.15,Ремонт и техническое обслуживание судов и лодок
33.15.1,Ремонт и техническое обслуживание судов
33.15.2,Ремонт и техническое обслуживание спортивных и прогулочных лодок
33.16,Ремонт и техническое обслуживание воздушных и космических летательных аппаратов
33.16.0,Ремонт и техническое обслуживание воздушных и космических летательных аппаратов
33.17,Ремонт и техническое обслуживание прочих транспортных средств и оборудования
33.17.1,Ремонт подвижного состава железных дорог
33.17.2,"Ремонт трамваев, вагонов метро и троллейбусов"
33.17.9,"Ремонт прочих транспортных средств и оборудования, не включенных в другие группировки"
33.19,Ремонт прочего оборудования
33.19.0,Ремонт прочего оборудования
33.20,"Монтаж, установка промышленных машин и оборудования"
33.20.0,"Монтаж, установка промышленных машин и оборудования"
35,"Снабжение электроэнергией, газом, паром, горячей водой и кондиционированным воздухом"
35.1,"Производство, передача и распределение электроэнергии"
35.2,Производство и распределение газообразного топлива по трубопроводам
35.3,"Снабжение паром, горячей водой и кондиционированным воздухом"
35.11,Производство электроэнергии
35.11.1,Производство электроэнергии тепловыми электростанциями
35.11.2,Производство электроэнергии гидроэлектростанциями
35.11.3,Производство электроэнергии ядерными (атомными) электростанциями
35.11.4,Производство электроэнергии ветровыми электростанциями
35.11.5,Производство электроэнергии солнечными электростанциями
35.11.9,Производство электроэнергии прочими электростанциями
35.12,Передача электроэнергии
35.12.1,Передача электроэнергии
35.12.2,"Техническая диспетчеризация отпуска в сеть и потребления электрической энергии, организация балансирования производства-потребления электрической энергии"
35.12.3,Эксплуатационное обслуживание оборудования Национальной электрической сети
35.12.4,"Обеспечение готовности электрической мощности к несению нагрузки, регулирование и резервирование электрической мощности"
35.13,Распределение электроэнергии
35.13.0,Распределение электроэнергии
35.14,Электр энергиясын сату
35.14.0,Электр энергиясын сату
35.21,Производство газообразного топлива
35.21.0,Производство газообразного топлива
35.22,Распределение газообразного топлива по трубопроводам
35.22.0,Распределение газообразного топлива по трубопроводам
35.23,Продажа газообразного топлива по трубопроводам
35.23.0,Продажа газообразного топлива по трубопроводам
35.30,"Бумен, ыстық сумен және ауаны кондициялаумен қамтамасыз ету"
35.30.2,Производство тепловой энергии самостоятельными котельными
35.30.3,Передача и распределение тепловой энергии
35.30.4,Кондиционирование воздуха
35.30.5,Производство тепловой энергии тепловыми электростанциями (включая ТЭЦ)
35.30.7,Продажа тепловой энергии
35.30.8,Производство тепловой энергии возобновляемыми и альтернативными источниками энергии
36,"Забор, обработка и распределение воды"
36.0,"Забор, обработка и распределение воды"
36.00,"Забор, обработка и распределение воды"
36.00.0,"Забор, обработка и распределение воды"
37,Сбор и обработка сточных вод
37.0,Сбор и обработка сточных вод
37.00,Сбор и обработка сточных вод
37.00.1,Эксплуатация сетей и сооружений систем водоотведения (канализации)
37.00.2,Ассенизаторская деятельность
38,"Сбор, обработка и удаление отходов; утилизация (восстановление) материалов"
38.1,Сбор отходов
38.2,Обработка и удаление отходов
38.3,Утилизация (восстановление) материалов
38.11,Сбор неопасных отходов
38.11.0,Сбор неопасных отходов
38.12,Сбор опасных отходов
38.12.0,Сбор опасных отходов
38.21,Обработка и удаление неопасных отходов
38.21.0,Обработка и удаление неопасных отходов
38.22,Обработка и удаление опасных отходов
38.22.0,Обработка и удаление опасных отходов
38.31,"Разборка машин и оборудования, не подлежащих восстановлению"
38.31.0,"Разборка машин и оборудования, не подлежащих восстановлению"
38.32,Переработка отсортированных материалов
38.32.1,Переработка отходов и лома черных металлов
38.32.2,Переработка отходов и лома цветных металлов
38.32.3,Переработка неметаллических отходов
39,Деятельность по ликвидации загрязнений и прочие услуги в области удаления отходов
39.0,Деятельность по ликвидации загрязнений и прочие услуги в области удаления отходов
39.00,Деятельность по ликвидации загрязнений и прочие услуги в области удаления отходов
39.00.0,Деятельность по ликвидации загрязнений и прочие услуги в области удаления отходов
41,Строительство зданий
41.1,Разработка строительных проектов
41.2,Строительство жилых и нежилых зданий
41.10,Разработка строительных проектов
41.10.0,Разработка строительных проектов
41.20,Строительство жилых и нежилых зданий
41.20.1,Строительство жилых зданий
41.20.2,"Строительство нежилых зданий, за исключением стационарных торговых объектов категорий 1, 2"
